key,product_name,currency_symbol,price,product_url,color,title
837267AAGII6406,GG Marmont medium shoulder bag,$,2850.0,https://www.gucci.com/us/en/pr/women/handbags/crossbody-bags-for-women/gg-marmont-medium-shoulder-bag-p-837267AAGII6406,Red,"GG Marmont medium shoulder bag $ 2,850 Red"
855273AAFXD9050,GG Marmont small camera bag,$,1950.0,https://www.gucci.com/us/en/pr/women/handbags/crossbody-bags-for-women/gg-marmont-small-camera-bag-p-855273AAFXD9050,White,"GG Marmont small camera bag $ 1,950 White"
855273AAFXD1000,GG Marmont small camera bag,$,1950.0,https://www.gucci.com/us/en/pr/women/handbags/crossbody-bags-for-women/gg-marmont-small-camera-bag-p-855273AAFXD1000,Black,"GG Marmont small camera bag $ 1,950 Black"
751526AAFPP9053,GG Marmont small shoulder bag,$,2220.0,https://www.gucci.com/us/en/pr/women/handbags/mini-bags-for-women/gg-marmont-small-shoulder-bag-p-751526AAFPP9053,White,"GG Marmont small shoulder bag $ 2,220 White"
751526AAFPP1061,GG Marmont small shoulder bag,$,2220.0,https://www.gucci.com/us/en/pr/women/handbags/mini-bags-for-women/gg-marmont-small-shoulder-bag-p-751526AAFPP1061,"Black,#FFFFFF","GG Marmont small shoulder bag $ 2,220 Black,#FFFFFF"
837280AAE389050,GG Marmont small shoulder bag,$,2600.0,https://www.gucci.com/us/en/pr/women/handbags/crossbody-bags-for-women/gg-marmont-small-shoulder-bag-p-837280AAE389050,White,"GG Marmont small shoulder bag $ 2,600 White"
856368AAFS11000,GG Marmont mini shoulder bag,$,2100.0,https://www.gucci.com/us/en/pr/women/handbags/crossbody-bags-for-women/gg-marmont-mini-shoulder-bag-p-856368AAFS11000,Black,"GG Marmont mini shoulder bag $ 2,100 Black"
855371AAFS19540,GG Marmont small shoulder bag,$,2850.0,https://www.gucci.com/us/en/pr/women/handbags/shoulder-bags-for-women/gg-marmont-small-shoulder-bag-p-855371AAFS19540,White,"GG Marmont small shoulder bag $ 2,850 White"
446744DTDFV1000,GG Marmont small shoulder bag,$,2600.0,https://www.gucci.com/us/en/pr/women/handbags/crossbody-bags-for-women/gg-marmont-small-shoulder-bag-p-446744DTDFV1000,Black,"GG Marmont small shoulder bag $ 2,600 Black"
A0022VAAG4B9761,Bamboo Tote large bag,$,4450.0,https://www.gucci.com/us/en/pr/women/handbags/shoulder-bags-for-women/bamboo-tote-large-bag-p-A0022VAAG4B9761,Beige,"Bamboo Tote large bag $ 4,450 Beige"
A0022VAAG4A2743,Bamboo Tote large bag,$,4450.0,https://www.gucci.com/us/en/pr/women/handbags/shoulder-bags-for-women/bamboo-tote-large-bag-p-A0022VAAG4A2743,Brown,"Bamboo Tote large bag $ 4,450 Brown"
A00230FAGBW1000,Gucci Tag small belt bag,$,1300.0,https://www.gucci.com/us/en/pr/women/handbags/backpacks-belt-bags-for-women/gucci-tag-small-belt-bag-p-A00230FAGBW1000,Black,"Gucci Tag small belt bag $ 1,300 Black"
A00230FAGBV9653,Gucci Tag small belt bag,$,1450.0,https://www.gucci.com/us/en/pr/women/handbags/backpacks-belt-bags-for-women/gucci-tag-small-belt-bag-p-A00230FAGBV9653,Beige,"Gucci Tag small belt bag $ 1,450 Beige"
A0022ZFAGBW1000,Gucci Tag small crossbody bag,$,1300.0,https://www.gucci.com/us/en/pr/men/bags-for-men/messengers-crossbody-bags-for-men/gucci-tag-small-crossbody-bag-p-A0022ZFAGBW1000,Black,"Gucci Tag small crossbody bag $ 1,300 Black"
A0022ZFAGBV9653,Gucci Tag small crossbody bag,$,1450.0,https://www.gucci.com/us/en/pr/men/bags-for-men/messengers-crossbody-bags-for-men/gucci-tag-small-crossbody-bag-p-A0022ZFAGBV9653,Beige,"Gucci Tag small crossbody bag $ 1,450 Beige"
860845FAF1L9653,Gucci Giglio small tote bag,$,2150.0,https://www.gucci.com/us/en/pr/women/handbags/shoulder-bags-for-women/gucci-giglio-small-tote-bag-p-860845FAF1L9653,Beige,"Gucci Giglio small tote bag $ 2,150 Beige"
853971FAF1L9653,Gucci Giglio large tote bag,$,2450.0,https://www.gucci.com/us/en/pr/women/handbags/shoulder-bags-for-women/gucci-giglio-large-tote-bag-p-853971FAF1L9653,Beige,"Gucci Giglio large tote bag $ 2,450 Beige"
853971AAF2H7645,Gucci Giglio large tote bag,$,3600.0,https://www.gucci.com/us/en/pr/women/handbags/shoulder-bags-for-women/gucci-giglio-large-tote-bag-p-853971AAF2H7645,Bordeaux,"Gucci Giglio large tote bag $ 3,600 Bordeaux"
853971CAAB82147,Gucci Giglio large tote bag,$,2950.0,https://www.gucci.com/us/en/pr/women/handbags/shoulder-bags-for-women/gucci-giglio-large-tote-bag-p-853971CAAB82147,Brown,"Gucci Giglio large tote bag $ 2,950 Brown"
857799FAFR65649,Gucci Vanity medium top handle bag,$,1950.0,https://www.gucci.com/us/en/pr/women/handbags/shoulder-bags-for-women/gucci-vanity-medium-top-handle-bag-p-857799FAFR65649,Pink,"Gucci Vanity medium top handle bag $ 1,950 Pink"
8577992ACFA4444,Gucci Vanity medium top handle bag,$,1950.0,https://www.gucci.com/us/en/pr/women/handbags/shoulder-bags-for-women/gucci-vanity-medium-top-handle-bag-p-8577992ACFA4444,Blue,"Gucci Vanity medium top handle bag $ 1,950 Blue"
861775FAFUF9870,Gucci Vanity mini bag,$,1250.0,https://www.gucci.com/us/en/pr/women/handbags/mini-bags-for-women/gucci-vanity-mini-bag-p-861775FAFUF9870,Beige,"Gucci Vanity mini bag $ 1,250 Beige"
857799FAFUF9870,Gucci Vanity medium top handle bag,$,1950.0,https://www.gucci.com/us/en/pr/women/handbags/shoulder-bags-for-women/gucci-vanity-medium-top-handle-bag-p-857799FAFUF9870,Beige,"Gucci Vanity medium top handle bag $ 1,950 Beige"
866734AAGIQ1053,Borsetto large boston bag,$,3450.0,https://www.gucci.com/us/en/pr/women/handbags/top-handle-bags-for-women/borsetto-large-boston-bag-p-866734AAGIQ1053,Black,"Borsetto large boston bag $ 3,450 Black"
866762AAGIQ2051,Gucci Horsebit 1955 small shoulder bag,$,3150.0,https://www.gucci.com/us/en/pr/women/handbags/shoulder-bags-for-women/gucci-horsebit-1955-small-shoulder-bag-p-866762AAGIQ2051,Brown,"Gucci Horsebit 1955 small shoulder bag $ 3,150 Brown"
866762AAGIQ1053,Gucci Horsebit 1955 small shoulder bag,$,3150.0,https://www.gucci.com/us/en/pr/women/handbags/shoulder-bags-for-women/gucci-horsebit-1955-small-shoulder-bag-p-866762AAGIQ1053,Black,"Gucci Horsebit 1955 small shoulder bag $ 3,150 Black"
863406FAFWA1053,Lunetta small crossbody bag,$,1280.0,https://www.gucci.com/us/en/pr/men/bags-for-men/messengers-crossbody-bags-for-men/lunetta-small-crossbody-bag-p-863406FAFWA1053,Black,"Lunetta small crossbody bag $ 1,280 Black"
867156FAFV29651,Gucci Jackie small shoulder bag,$,1490.0,https://www.gucci.com/us/en/pr/women/handbags/shoulder-bags-for-women/gucci-jackie-small-shoulder-bag-p-867156FAFV29651,Beige,"Gucci Jackie small shoulder bag $ 1,490 Beige"
867156AAGA71000,Gucci Jackie small shoulder bag,$,1690.0,https://www.gucci.com/us/en/pr/women/handbags/shoulder-bags-for-women/gucci-jackie-small-shoulder-bag-p-867156AAGA71000,Black,"Gucci Jackie small shoulder bag $ 1,690 Black"
